Level 1:
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 47, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 47, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 173, 173, 173, 173, 173, 173, 173, 36, 31, 34, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 7, 7, 7, 7, 7, 7, 32, 29, 33, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 173, 173, 173, 173, 173, 35, 30, 37, 2, 2, 174, 175, 175, 175, 176, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 181, 180, 2, 2, 181, 180, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 181, 180, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 173, 173, 2, 2, 173, 173, 173, 2, 172, 173, 173, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 173, 173, 2, 2, 173, 173, 173, 2, 172, 173, 173, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 47, 2, 174, 175, 175, 175, 176, 2, 47, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 179, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 178, 2, 36, 31, 31, 31, 31, 34, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 2, 2, 2, 2, 2, 2, 2, 178, 2, 32, 29, 29, 29, 29, 33, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 6, 173, 173, 173, 173, 173, 173, 2, 2, 178, 2, 32, 29, 29, 29, 29, 33, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 7, 7, 7, 7, 7, 7, 7, 2, 2, 177, 2, 35, 30, 30, 30, 30, 37, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 2, 173, 173, 173, 173, 173, 173, 173, 173, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 172, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 47, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 47, 2, 3, 3}
{3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3}
Level 2:
{3, 3, 89, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 173, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 0, 48, 74, 76, 76, 75, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 40, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 41, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 36, 31, 34, 2, 2, 2, 2, 2, 2, 2, 2, 2, 48, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 35, 30, 37, 2, 2, 2, 2, 2, 2, 2, 2, 2, 48, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 47, 47, 47, 47, 47, 2, 2, 2, 48, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 40, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 42, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 41, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 47, 47, 47, 47, 47, 2, 2, 2, 48, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 48, 5, 11, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 48, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 40, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 18, 18, 18, 18}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 41, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 82, 82}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 0, 0, 77, 77, 77, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 82, 82}
{3, 3, 89, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 83, 83}
{3, 3, 89, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 170, 173, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9}
Level 3:
{16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16}
{16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 91, 91, 91, 91, 91, 91, 0, 0, 0, 19, 0, 0, 0, 16}
{16, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 16, 0, 0, 166, 191, 190, 91, 189, 91, 185, 0, 0, 0, 19, 0, 83, 81, 16}
{16, 0, 0, 0, 0, 0, 0, 70, 0, 70, 0, 70, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 44, 44, 44, 44, 0, 63, 0, 0, 19, 0, 0, 82, 16}
{16, 0, 0, 0, 0, 0, 67, 68, 67, 68, 67, 68, 71, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 63, 63, 19, 38, 0, 0, 16}
{16, 48, 0, 0, 0, 73, 67, 67, 67, 67, 67, 67, 0, 0, 0, 0, 0, 48, 16, 0, 0, 0, 0, 0, 27, 22, 25, 0, 63, 63, 63, 14, 66, 38, 0, 16}
{16, 48, 0, 0, 0, 0, 68, 67, 68, 67, 68, 67, 0, 0, 0, 0, 0, 48, 16, 0, 0, 0, 0, 0, 26, 21, 28, 0, 0, 0, 166, 11, 38, 0, 0, 16}
{16, 0, 0, 0, 0, 0, 72, 0, 72, 0, 72, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 91, 11, 0, 81, 83, 16}
{16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 27, 22, 25, 0, 0, 0, 0, 0, 91, 91, 11, 0, 0, 0, 16}
{51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 23, 29, 24, 0, 0, 0, 0, 44, 92, 91, 11, 0, 83, 81, 16}
{51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 23, 29, 24, 0, 0, 0, 0, 44, 91, 91, 11, 0, 0, 0, 16}
{51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 26, 21, 28, 0, 0, 0, 0, 44, 94, 91, 11, 0, 0, 0, 16}
{16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 92, 91, 11, 0, 81, 83, 16}
{16, 0, 0, 62, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 93, 11, 0, 0, 0, 16}
{16, 0, 0, 61, 55, 57, 0, 0, 0, 0, 0, 0, 0, 158, 159, 160, 0, 0, 16, 0, 0, 0, 0, 27, 22, 25, 0, 0, 0, 93, 93, 11, 0, 83, 81, 16}
{16, 0, 0, 60, 58, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 26, 21, 28, 0, 0, 63, 63, 0, 12, 38, 0, 0, 16}
{16, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 46, 46, 46, 46, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 63, 63, 63, 0, 19, 38, 66, 0, 16}
{16, 0, 0, 0, 0, 0, 0, 80, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 44, 44, 0, 0, 0, 63, 63, 0, 0, 19, 0, 0, 82, 16}
{16, 0, 157, 156, 156, 155, 0, 0, 0, 0, 0, 0, 157, 156, 156, 155, 0, 0, 16, 0, 0, 167, 186, 185, 91, 91, 90, 90, 0, 0, 0, 19, 0, 83, 81, 16}
{16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 91, 91, 91, 91, 91, 91, 0, 0, 0, 19, 0, 0, 0, 16}
{16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16}
Level 4:
{16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 16}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 74, 76, 75, 0, 80, 0, 0, 97, 98, 97, 0, 80, 0, 0, 74, 76, 75, 0, 0, 10}
{11, 0, 0, 39, 0, 0, 54, 0, 0, 39, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 151, 0, 99, 99, 99, 0, 151, 0, 0, 0, 0, 0, 0, 0, 10}
{11, 0, 39, 39, 0, 84, 84, 137, 0, 54, 0, 0, 0, 0, 51, 0, 0, 46, 46, 46, 0, 0, 0, 103, 103, 103, 0, 54, 0, 0, 46, 46, 46, 0, 0, 10}
{11, 0, 0, 39, 0, 0, 137, 137, 0, 39, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 39, 0, 0, 103, 103, 103, 0, 0, 39, 0, 0, 0, 0, 0, 0, 10}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 157, 155, 137, 0, 39, 0, 103, 103, 103, 0, 0, 0, 0, 0, 157, 155, 0, 0, 10}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10}
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 8, 8, 8, 8, 16}
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 22, 22, 25, 0, 16, 1, 88, 1, 1, 1, 1, 1, 1, 134, 135, 98, 10}
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 29, 29, 29, 28, 0, 52, 1, 1, 1, 64, 64, 64, 64, 64, 64, 46, 136, 10}
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 29, 29, 29, 24, 0, 0, 52, 1, 1, 1, 64, 129, 131, 131, 127, 64, 46, 98, 10}
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 29, 29, 29, 28, 0, 0, 16, 1, 1, 1, 64, 64, 64, 64, 64, 64, 1, 1, 10}
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 28, 0, 0, 0, 16, 164, 134, 135, 1, 1, 1, 1, 1, 1, 132, 133, 10}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 0, 0, 13, 9, 9, 9, 16}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 152, 154, 0, 0, 39, 0, 0, 113, 113, 113, 0, 137, 0, 0, 0, 152, 154, 0, 0, 10}
{11, 0, 78, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 39, 0, 0, 113, 113, 113, 0, 0, 39, 0, 0, 0, 0, 0, 0, 10}
{11, 0, 85, 86, 87, 0, 0, 0, 0, 85, 86, 87, 0, 0, 51, 0, 46, 46, 46, 0, 0, 0, 0, 113, 113, 113, 0, 0, 0, 0, 46, 46, 46, 0, 0, 10}
{11, 0, 0, 72, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 150, 0, 110, 110, 110, 0, 150, 0, 0, 0, 0, 0, 0, 0, 10}
{11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 74, 76, 75, 0, 80, 0, 0, 97, 98, 97, 0, 0, 80, 0, 74, 76, 75, 0, 0, 10}
{16, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 16, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 16}
Level 5:
{16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16}
